,FBS,Bid
FUE 1,1,0.010454
FUE 2,1,0.65763
FUE 3,1,0.85307
FUE 4,1,0.36951
FUE 5,1,0.72174
FUE 6,1,0.38708
FUE 7,1,0.93099
FUE 8,1,0.47211
FUE 9,2,0.52449
FUE 10,2,0.035478
FUE 11,2,0.22172
FUE 12,2,0.80816
FUE 13,2,0.11069
FUE 14,2,0.44066
FUE 15,2,0.67651
FUE 16,2,0.46039
FUE 17,3,0.020421
FUE 18,3,0.69046
FUE 19,3,0.2272
FUE 20,3,0.2177
FUE 21,3,0.080096
FUE 22,3,0.54054
FUE 23,3,0.59413
FUE 24,3,0.074399
FUE 25,4,0.18221
FUE 26,4,0.41261
FUE 27,4,0.16777
FUE 28,4,0.8824
FUE 29,4,0.91046
FUE 30,4,0.43067
FUE 31,4,0.13075
FUE 32,4,0.50693
FUE 33,5,0.79582
FUE 34,5,0.59931
FUE 35,5,0.68039
FUE 36,5,0.46681
FUE 37,5,0.71203
FUE 38,5,0.2892
FUE 39,5,0.028525
FUE 40,5,0.49885
FUE 41,6,0.19531
FUE 42,6,0.96382
FUE 43,6,0.7631
FUE 44,6,0.61279
FUE 45,6,0.3863
FUE 46,6,0.9114
FUE 47,6,0.53585
FUE 48,6,0.7496
