,FBS,Bid
FUE 1,1,0.3232
FUE 2,1,0.026502
FUE 3,1,0.60309
FUE 4,1,0.54633
FUE 5,1,0.60561
FUE 6,1,0.48694
FUE 7,1,0.99679
FUE 8,1,0.31009
FUE 9,1,0.27151
FUE 10,2,0.20515
FUE 11,2,0.86058
FUE 12,2,0.12839
FUE 13,2,0.81759
FUE 14,2,0.85958
FUE 15,2,0.49739
FUE 16,2,0.87241
FUE 17,2,0.71058
FUE 18,2,0.62965
FUE 19,3,0.6315
FUE 20,3,0.92166
FUE 21,3,0.98346
FUE 22,3,0.66953
FUE 23,3,0.14731
FUE 24,3,0.03341
FUE 25,3,0.2142
FUE 26,3,0.33471
FUE 27,3,0.55837
FUE 28,4,0.39803
FUE 29,4,0.048662
FUE 30,4,0.50074
FUE 31,4,0.44456
FUE 32,4,0.30801
FUE 33,4,0.85967
FUE 34,4,0.53969
FUE 35,4,0.35433
FUE 36,4,0.085792
FUE 37,5,0.40663
FUE 38,5,0.46435
FUE 39,5,0.22237
FUE 40,5,0.069526
FUE 41,5,0.72301
FUE 42,5,0.21338
FUE 43,5,0.29701
FUE 44,5,0.576
FUE 45,5,0.76147
FUE 46,6,0.82126
FUE 47,6,0.486
FUE 48,6,0.46992
FUE 49,6,0.50051
FUE 50,6,0.75793
FUE 51,6,0.29339
FUE 52,6,0.81408
FUE 53,6,0.7029
FUE 54,6,0.0051875
