,FBS,Bid
FUE 1,1,0.23642
FUE 2,1,0.37731
FUE 3,1,0.076158
FUE 4,1,0.80057
FUE 5,1,0.2277
FUE 6,1,0.19274
FUE 7,1,0.26007
FUE 8,1,0.079187
FUE 9,1,0.75221
FUE 10,2,0.22148
FUE 11,2,0.62165
FUE 12,2,0.083655
FUE 13,2,0.78988
FUE 14,2,0.018812
FUE 15,2,0.14285
FUE 16,2,0.56049
FUE 17,2,0.19991
FUE 18,2,0.67444
FUE 19,3,0.25046
FUE 20,3,0.41276
FUE 21,3,0.60823
FUE 22,3,0.22965
FUE 23,3,0.54046
FUE 24,3,0.16881
FUE 25,3,0.45894
FUE 26,3,0.26225
FUE 27,3,0.27189
FUE 28,4,0.60108
FUE 29,4,0.74385
FUE 30,4,0.37471
FUE 31,4,0.9332
FUE 32,4,0.75169
FUE 33,4,0.33778
FUE 34,4,0.78345
FUE 35,4,0.21074
FUE 36,4,0.77771
FUE 37,5,0.75596
FUE 38,5,0.32326
FUE 39,5,0.53838
FUE 40,5,0.47613
FUE 41,5,0.48786
FUE 42,5,0.10149
FUE 43,5,0.29523
FUE 44,5,0.15032
FUE 45,5,0.50852
FUE 46,6,0.61254
FUE 47,6,0.4329
FUE 48,6,0.8316
FUE 49,6,0.23878
FUE 50,6,0.19764
FUE 51,6,0.12042
FUE 52,6,0.84761
FUE 53,6,0.063707
FUE 54,6,0.86115
