,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,58.8575,58.857,58.8544,58.8367,58.8157,58.7786,58.7829,58.7116,58.7536,58.5744,58.1955,58.0755,57.7502,55.0612,54.454,57.9602,57.8612,56.5788,48.7144,54.4742,54.0209,56.4404,44.0389,56.4582,56.9807,56.9712,55.2646,57.0573,41.2347,55.9385,51.6466,54.294,56.379,56.3025,53.634,55.3187
FUE 2,67.014,67.0132,67.0098,66.9865,66.9589,66.9102,66.9159,66.8225,66.8774,66.6444,66.1605,66.0097,65.6057,62.4776,61.8074,65.8656,65.7427,64.204,55.772,61.8295,61.3349,64.0428,51.0285,64.0636,64.6767,64.6655,62.7045,64.7677,48.2077,63.4654,58.8057,61.6323,63.9717,63.8832,60.9161,62.7651
FUE 3,60.2539,60.2533,60.2507,60.233,60.2119,60.1747,60.179,60.1074,60.1496,59.9697,59.5896,59.4692,59.1429,56.4481,55.8401,59.3535,59.2542,57.9686,50.0962,55.8603,55.4064,57.8298,45.4197,57.8477,58.3714,58.3619,56.6519,58.4482,42.6152,57.327,53.0299,55.6798,57.7684,57.6917,55.019,56.7061
FUE 4,74.1559,74.1553,74.1525,74.1331,74.11,74.0694,74.0742,73.9961,74.042,73.8463,73.4348,73.3051,72.9548,70.1207,69.4919,73.1807,73.0741,71.7086,63.6481,69.5128,69.0452,71.5626,58.9479,71.5814,72.1337,72.1237,70.3322,72.2151,56.1377,71.0355,66.6166,69.3267,71.498,71.4175,68.6472,70.3885
FUE 5,54.6798,54.6789,54.6748,54.6467,54.6134,54.5549,54.5617,54.4498,54.5156,54.2376,53.6691,53.494,53.0298,49.5973,48.8874,53.3277,53.1865,51.4619,42.6779,48.9107,48.3906,51.2851,37.8969,51.3078,51.984,51.9716,49.8391,52.0853,35.0672,50.6569,45.7692,48.703,51.2073,51.1107,47.9525,49.9039
FUE 6,54.3852,54.3847,54.3826,54.368,54.3507,54.3201,54.3237,54.2647,54.2995,54.1508,53.8332,53.7317,53.4543,51.0614,50.5011,53.6337,53.5493,52.4321,44.9983,50.5198,50.098,52.309,40.3815,52.3249,52.7867,52.7784,51.2477,52.8539,37.5918,51.8595,47.846,50.3525,52.2544,52.1861,49.7355,51.2972
FUE 7,64.1265,64.126,64.1234,64.1062,64.0858,64.0497,64.0539,63.9844,64.0254,63.8509,63.4813,63.3641,63.0459,60.3997,59.7991,63.2513,63.1545,61.8964,54.0917,59.819,59.3702,61.7602,49.4239,61.7777,62.2914,62.2821,60.6007,62.3667,46.6216,61.2658,57.0126,59.6406,61.6998,61.6244,58.9866,60.6542
FUE 8,85.5297,85.5291,85.5261,85.5057,85.4814,85.4387,85.4437,85.3616,85.41,85.2045,84.774,84.6387,84.2741,81.3593,80.7188,84.509,84.3981,82.9857,74.8199,80.74,80.2648,82.8355,70.107,82.8548,83.4238,83.4135,81.5751,83.5078,67.2937,82.2945,77.8073,80.5508,82.7691,82.6864,79.8609,81.6326
FUE 9,61.2946,61.2938,61.2903,61.2659,61.2371,61.1863,61.1923,61.095,61.1522,60.9096,60.4076,60.2515,59.8344,56.6376,55.9581,60.1026,59.9757,58.3956,49.8814,55.9805,55.4799,58.2309,45.1288,58.2521,58.8794,58.8679,56.8679,58.9728,42.3059,57.6419,52.9289,55.7808,58.1583,58.0679,55.0566,56.9294
FUE 10,54.4348,54.4343,54.432,54.4161,54.3971,54.3637,54.3676,54.3032,54.3411,54.1791,53.8343,53.7246,53.4258,50.8978,50.3157,53.6189,53.528,52.3362,44.7005,50.3351,49.8985,52.2061,40.0554,52.2228,52.7122,52.7034,51.0921,52.7837,37.2587,51.7325,47.5887,50.1617,52.1484,52.0763,49.5245,51.1437
