,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,72.7258,72.735,72.6677,72.6508,72.5712,72.403,72.0594,72.2267,72.4257,71.6381,71.0455,71.8312,69.283,71.6194,70.7414,70.1266,71.5695,71.3532,69.1423,69.9271,60.7452,69.7436,67.9886,67.4377,48.2631,69.8935,66.9599,69.5731,54.7305,61.8116,67.0363,68.7907,67.052,57.8691,67.3027,63.0917
FUE 2,57.132,57.1384,57.0917,57.0799,57.0243,56.9057,56.6594,56.78,56.9218,56.35,55.9016,56.4928,54.4874,56.336,55.6659,55.1784,56.2988,56.1363,54.3699,55.0172,46.6222,54.8677,53.3839,52.9004,34.2533,54.99,52.4754,54.7278,40.6972,47.6557,52.5437,54.0735,52.5577,43.8038,52.7809,48.8846
FUE 3,58.9769,58.9846,58.9284,58.9142,58.8476,58.7061,58.4144,58.5569,58.7252,58.0521,57.5345,58.2188,55.9483,58.0359,57.2656,56.7155,57.9926,57.8044,55.8191,56.5353,47.731,56.3688,54.7475,54.2292,35.3003,56.5049,53.7767,56.2136,41.7571,48.7824,53.8492,55.4947,53.8641,44.8812,54.1016,50.0389
FUE 4,74.7664,74.7742,74.7167,74.7023,74.6341,74.4895,74.1916,74.337,74.509,73.8223,73.2955,73.9921,71.6872,73.8057,73.0223,72.4642,73.7616,73.57,71.5566,72.2815,63.4279,72.1129,70.4745,69.9519,50.9902,72.2507,69.4961,71.9557,57.4485,64.4813,69.5691,71.2287,69.5842,60.5746,69.8234,65.741
FUE 5,64.8116,64.8192,64.7638,64.7498,64.6841,64.5443,64.2561,64.397,64.5632,63.8979,63.3856,64.0628,61.812,63.8819,63.1192,62.5737,63.8391,63.6528,61.6837,62.3949,53.6194,62.2297,60.6182,60.1023,41.1928,62.3647,59.6518,62.0756,47.6487,54.6695,59.724,61.3613,59.7389,50.7717,59.9753,55.9241
FUE 6,71.5633,71.5711,71.5139,71.4995,71.4316,71.2875,70.9907,71.1357,71.307,70.6227,70.0976,70.7919,68.4932,70.6062,69.8251,69.2684,70.5622,70.3713,68.3629,69.0862,60.2414,68.918,67.2826,66.7608,47.805,69.0555,66.3056,68.7612,54.263,61.2945,66.3785,68.0356,66.3935,57.3887,66.6324,62.5536
FUE 7,67.2163,67.2238,67.1688,67.155,67.0898,66.9513,66.6655,66.8052,66.9701,66.3102,65.8014,66.4737,64.2366,66.2942,65.5367,64.9945,66.2517,66.0668,64.1089,64.8166,56.0611,64.6522,63.0477,62.5335,43.6374,64.7866,62.0843,64.4989,50.0927,57.1104,62.1563,63.7879,62.1711,53.2149,62.4069,58.3637
FUE 8,57.2105,57.2195,57.1534,57.1368,57.0587,56.8935,56.5556,56.7202,56.9158,56.1408,55.5563,56.331,53.8124,56.1224,55.256,54.6481,56.0732,55.86,53.6729,54.4505,45.3067,54.2688,52.5276,51.9799,32.8295,54.4173,51.5047,54.0999,39.2959,46.3716,51.5807,53.3241,51.5964,42.4331,51.8457,47.6494
FUE 9,57.61,57.6167,57.5677,57.5554,57.4972,57.3732,57.116,57.2419,57.39,56.794,56.3288,56.9425,54.872,56.7795,56.085,55.5821,56.7408,56.5721,54.7515,55.4161,46.9155,55.2624,53.7438,53.2514,34.53,55.3881,52.8193,55.1186,40.9774,47.9538,52.8887,54.4481,52.9029,44.0887,53.1298,49.19
FUE 10,57.4345,57.4418,57.3885,57.3751,57.3118,57.1772,56.8991,57.0351,57.1954,56.5527,56.0555,56.7122,54.5191,56.5371,55.7964,55.2645,56.4956,56.3151,54.3933,55.0897,46.3996,54.9282,53.346,52.8374,33.9855,55.0603,52.3926,54.7773,40.4389,47.4462,52.4639,54.0769,52.4786,43.5583,52.7121,48.6952
FUE 11,72.8283,72.837,72.7734,72.7574,72.6822,72.523,72.1967,72.3558,72.5445,71.795,71.227,71.9794,69.5212,71.7771,70.9344,70.3405,71.7294,71.5224,69.3842,70.1471,61.0826,69.9691,68.2563,67.7155,48.6159,70.1146,67.2456,69.8034,55.0802,62.1445,67.3208,69.0412,67.3363,58.2144,67.5829,63.4174
FUE 12,55.6951,55.7014,55.6558,55.6443,55.5901,55.4744,55.2338,55.3517,55.4901,54.9313,54.492,55.071,53.1011,54.9176,54.2607,53.7816,54.8812,54.722,52.9852,53.623,45.2868,53.4758,52.0112,51.5327,32.9274,53.5962,51.1116,53.338,39.3693,46.3177,51.1792,52.6927,51.1932,42.4733,51.4143,47.5424
FUE 13,67.4607,67.484,67.4278,67.3978,67.3556,66.9064,66.507,66.4305,67.2249,65.9051,66.7781,65.4371,62.3104,66.6878,61.8592,60.6101,65.2682,66.3267,56.5207,60.4837,63.6246,59.96,65.0294,64.9207,57.4104,64.793,48.4715,60.806,61.7786,63.204,64.2611,59.2318,64.0792,61.9265,53.74,63.0112
