,FBS,Bid
FUE 1,1,0.01117
FUE 2,1,0.37744
FUE 3,1,0.84031
FUE 4,1,0.69368
FUE 5,1,0.0029973
FUE 6,1,0.2725
FUE 7,1,0.3616
FUE 8,1,0.42374
FUE 9,1,0.70958
FUE 10,1,0.38041
FUE 11,2,0.89792
FUE 12,2,0.63262
FUE 13,2,0.93825
FUE 14,2,0.65825
FUE 15,2,0.51068
FUE 16,2,0.91265
FUE 17,2,0.335
FUE 18,2,0.57999
FUE 19,2,0.35406
FUE 20,2,0.70746
FUE 21,3,0.71964
FUE 22,3,0.74872
FUE 23,3,0.60449
FUE 24,3,0.14681
FUE 25,3,0.34881
FUE 26,3,0.024635
FUE 27,3,0.32384
FUE 28,3,0.53596
FUE 29,3,0.057809
FUE 30,3,0.44767
FUE 31,4,0.15223
FUE 32,4,0.7186
FUE 33,4,0.70329
FUE 34,4,0.64733
FUE 35,4,0.036576
FUE 36,4,0.87083
FUE 37,4,0.45754
FUE 38,4,0.78099
FUE 39,4,0.76889
FUE 40,4,0.57074
FUE 41,5,0.56196
FUE 42,5,0.0084081
FUE 43,5,0.99097
FUE 44,5,0.35171
FUE 45,5,0.76337
FUE 46,5,0.22803
FUE 47,5,0.4216
FUE 48,5,0.52707
FUE 49,5,0.21786
FUE 50,5,0.35286
FUE 51,6,0.55276
FUE 52,6,0.63854
FUE 53,6,0.43957
FUE 54,6,0.18964
FUE 55,6,0.37681
FUE 56,6,0.40215
FUE 57,6,0.26608
FUE 58,6,0.7329
FUE 59,6,0.30861
FUE 60,6,0.48006
